date,demo_svc
2023-06-01 00:00,0.49821988303991965
2023-06-01 00:05,0.515770152138405
2023-06-01 00:10,0.5245958325669983
2023-06-01 00:15,0.5317976137674585
2023-06-01 00:20,0.5437119755385021
2023-06-01 00:25,0.5586787564885811
2023-06-01 00:30,0.5658402219249681
2023-06-01 00:35,0.5844140959467969
2023-06-01 00:40,0.5937942543650047
2023-06-01 00:45,0.6052806293332781
2023-06-01 00:50,0.6155330156807325
2023-06-01 00:55,0.6269639032683778
2023-06-01 01:00,0.6367045138375166
2023-06-01 01:05,0.6448969259324521
2023-06-01 01:10,0.6574221895753299
2023-06-01 01:15,0.6656531296548125
2023-06-01 01:20,0.6774100091456606
2023-06-01 01:25,0.6855999717396418
2023-06-01 01:30,0.6972310256298683
2023-06-01 01:35,0.7029505396572204
2023-06-01 01:40,0.7172554499492731
2023-06-01 01:45,0.7223860716765044
2023-06-01 01:50,0.7320267685100557
2023-06-01 01:55,0.7407738638023419
2023-06-01 02:00,0.7467489022236821
2023-06-01 02:05,0.7535558610443771
2023-06-01 02:10,0.764377480758689
2023-06-01 02:15,0.7687994594819014
2023-06-01 02:20,0.7773371235234738
2023-06-01 02:25,0.7892651845937921
2023-06-01 02:30,0.7936657343161186
2023-06-01 02:35,0.7995724651746515
2023-06-01 02:40,0.8033298602760284
2023-06-01 02:45,0.8104761581175774
2023-06-01 02:50,0.8155619583860028
2023-06-01 02:55,0.8218675320574197
2023-06-01 03:00,0.8252218903424566
2023-06-01 03:05,0.8214974511723532
2023-06-01 03:10,0.8323405684909791
2023-06-01 03:15,0.830688157538689
2023-06-01 03:20,0.8334266177150464
2023-06-01 03:25,0.8378067159937133
2023-06-01 03:30,0.8419672805774537
2023-06-01 03:35,0.8451258316489971
2023-06-01 03:40,0.8418581090805477
2023-06-01 03:45,0.8527646884101129
2023-06-01 03:50,0.8489070405356263
2023-06-01 03:55,0.853553014297689
2023-06-01 04:00,0.8543119559276617
2023-06-01 04:05,0.8510144447171342
2023-06-01 04:10,0.8516777339862959
2023-06-01 04:15,0.8579087569364927
2023-06-01 04:20,0.8598907065772389
2023-06-01 04:25,0.8556735868107944
2023-06-01 04:30,0.8532184041246768
2023-06-01 04:35,0.8614805761309152
2023-06-01 04:40,0.8560410149882994
2023-06-01 04:45,0.8566126280992148
2023-06-01 04:50,0.8542343112700868
2023-06-01 04:55,0.8580880356195163
2023-06-01 05:00,0.8605371353640338
2023-06-01 05:05,0.8595616428220454
2023-06-01 05:10,0.8521685325104277
2023-06-01 05:15,0.8601945479365378
2023-06-01 05:20,0.8553957736087856
2023-06-01 05:25,0.8535350508809144
2023-06-01 05:30,0.8541962542559396
2023-06-01 05:35,0.8539580223552998
2023-06-01 05:40,0.8581814802479936
2023-06-01 05:45,0.8551872539714455
2023-06-01 05:50,0.8507231027743759
2023-06-01 05:55,0.8525878000967689
2023-06-01 06:00,0.8500801512532464
2023-06-01 06:05,0.8462142336281346
2023-06-01 06:10,0.8500648773256118
2023-06-01 06:15,0.8475495958766726
2023-06-01 06:20,0.8437583369043085
2023-06-01 06:25,0.8490497097419172
2023-06-01 06:30,0.8516800234727168
2023-06-01 06:35,0.844727458722886
2023-06-01 06:40,0.8497166409352346
2023-06-01 06:45,0.8463198452469582
